city,nis,date,delta,total
Sint-Truiden,71053,2020-09-04,1,762
Sint-Truiden,71053,2020-09-05,2,764
Sint-Truiden,71053,2020-09-06,0,764
Sint-Truiden,71053,2020-09-07,0,764
Sint-Truiden,71053,2020-09-08,1,765
Sint-Truiden,71053,2020-09-09,2,767
Sint-Truiden,71053,2020-09-10,4,771
Sint-Truiden,71053,2020-09-11,0,771
Sint-Truiden,71053,2020-09-12,0,771
Sint-Truiden,71053,2020-09-13,2,773
Sint-Truiden,71053,2020-09-14,2,775
Sint-Truiden,71053,2020-09-15,1,776
Sint-Truiden,71053,2020-09-16,0,776
Sint-Truiden,71053,2020-09-17,1,777
Sint-Truiden,71053,2020-09-18,0,777
Sint-Truiden,71053,2020-09-19,2,779
Sint-Truiden,71053,2020-09-20,-1,778
Sint-Truiden,71053,2020-09-21,4,782
Sint-Truiden,71053,2020-09-22,5,787
Sint-Truiden,71053,2020-09-23,0,787
Sint-Truiden,71053,2020-09-24,0,787
Sint-Truiden,71053,2020-09-25,3,790
Sint-Truiden,71053,2020-09-26,0,790
Sint-Truiden,71053,2020-09-27,2,792
Sint-Truiden,71053,2020-09-28,0,792
Sint-Truiden,71053,2020-09-29,4,796
Sint-Truiden,71053,2020-09-30,1,797
Sint-Truiden,71053,2020-10-01,0,797
Sint-Truiden,71053,2020-10-02,2,799
Sint-Truiden,71053,2020-10-03,3,802
Sint-Truiden,71053,2020-10-04,1,803
Sint-Truiden,71053,2020-10-05,3,806
Sint-Truiden,71053,2020-10-06,1,807
Sint-Truiden,71053,2020-10-07,5,812
Sint-Truiden,71053,2020-10-08,5,817
Sint-Truiden,71053,2020-10-09,8,825
Sint-Truiden,71053,2020-10-10,5,830
Sint-Truiden,71053,2020-10-11,12,842
Sint-Truiden,71053,2020-10-12,2,844
Sint-Truiden,71053,2020-10-13,13,857
Sint-Truiden,71053,2020-10-14,5,862
Sint-Truiden,71053,2020-10-15,6,868
Sint-Truiden,71053,2020-10-16,8,876
Sint-Truiden,71053,2020-10-17,8,884
Sint-Truiden,71053,2020-10-18,3,887
Sint-Truiden,71053,2020-10-19,10,897
Sint-Truiden,71053,2020-10-20,5,902
Sint-Truiden,71053,2020-10-21,9,911
Sint-Truiden,71053,2020-10-22,7,918
Sint-Truiden,71053,2020-10-23,25,943
Sint-Truiden,71053,2020-10-24,24,967
Sint-Truiden,71053,2020-10-25,9,976
Sint-Truiden,71053,2020-10-26,4,980
Sint-Truiden,71053,2020-10-27,2,982
Sint-Truiden,71053,2020-10-28,12,994
Sint-Truiden,71053,2020-10-29,14,1008
Sint-Truiden,71053,2020-10-30,13,1021
Sint-Truiden,71053,2020-10-31,21,1042
Sint-Truiden,71053,2020-11-01,22,1064
Sint-Truiden,71053,2020-11-02,9,1073
Sint-Truiden,71053,2020-11-03,17,1090
Sint-Truiden,71053,2020-11-04,5,1095
Sint-Truiden,71053,2020-11-05,12,1107
Sint-Truiden,71053,2020-11-06,9,1116
Sint-Truiden,71053,2020-11-07,12,1128
Sint-Truiden,71053,2020-11-08,8,1136
Sint-Truiden,71053,2020-11-09,6,1142
Sint-Truiden,71053,2020-11-10,5,1147
Sint-Truiden,71053,2020-11-11,4,1151
Tessenderlo,71057,2020-04-01,5,20
Tessenderlo,71057,2020-04-02,2,22
Tessenderlo,71057,2020-04-03,3,25
Tessenderlo,71057,2020-04-04,4,29
Tessenderlo,71057,2020-04-05,1,30
Tessenderlo,71057,2020-04-06,1,31
Tessenderlo,71057,2020-04-07,0,31
Tessenderlo,71057,2020-04-08,0,31
Tessenderlo,71057,2020-04-09,2,33
Tessenderlo,71057,2020-04-10,0,33
Tessenderlo,71057,2020-04-11,1,34
Tessenderlo,71057,2020-04-12,0,34
Tessenderlo,71057,2020-04-13,1,35
Tessenderlo,71057,2020-04-14,1,36
Tessenderlo,71057,2020-04-15,2,38
Tessenderlo,71057,2020-04-16,2,40
Tessenderlo,71057,2020-04-17,2,42
Tessenderlo,71057,2020-04-18,0,42
Tessenderlo,71057,2020-04-19,5,47
Tessenderlo,71057,2020-04-20,1,48
Tessenderlo,71057,2020-04-21,1,49
Tessenderlo,71057,2020-04-22,1,50
Tessenderlo,71057,2020-04-23,1,51
Tessenderlo,71057,2020-04-24,0,51
Tessenderlo,71057,2020-04-25,2,53
Tessenderlo,71057,2020-04-26,0,53
Tessenderlo,71057,2020-04-27,0,53
Tessenderlo,71057,2020-04-28,3,56
Tessenderlo,71057,2020-04-29,0,56
Tessenderlo,71057,2020-04-30,0,56
Tessenderlo,71057,2020-05-01,0,56
Tessenderlo,71057,2020-05-02,1,57
Tessenderlo,71057,2020-05-03,0,57
Tessenderlo,71057,2020-05-04,0,57
Tessenderlo,71057,2020-05-05,0,57
Tessenderlo,71057,2020-05-06,1,58
Tessenderlo,71057,2020-05-07,0,58
Tessenderlo,71057,2020-05-08,0,58
Tessenderlo,71057,2020-05-09,2,60
Tessenderlo,71057,2020-05-10,0,60
Tessenderlo,71057,2020-05-11,0,60
Tessenderlo,71057,2020-05-12,0,60
Tessenderlo,71057,2020-05-13,0,60
Tessenderlo,71057,2020-05-14,0,60
Tessenderlo,71057,2020-05-15,1,61
Tessenderlo,71057,2020-05-16,0,61
Tessenderlo,71057,2020-05-17,0,61
Tessenderlo,71057,2020-05-18,0,61
Tessenderlo,71057,2020-05-19,0,61
Tessenderlo,71057,2020-05-20,0,61
Tessenderlo,71057,2020-05-21,0,61
Tessenderlo,71057,2020-05-22,0,61
Tessenderlo,71057,2020-05-23,0,61
Tessenderlo,71057,2020-05-24,0,61
Tessenderlo,71057,2020-05-25,1,62
Tessenderlo,71057,2020-05-26,0,62
Tessenderlo,71057,2020-05-27,0,62
Tessenderlo,71057,2020-05-28,1,63
Tessenderlo,71057,2020-05-29,0,63
Tessenderlo,71057,2020-05-30,0,63
Tessenderlo,71057,2020-05-31,0,63
Tessenderlo,71057,2020-06-01,0,63
Tessenderlo,71057,2020-06-02,0,63
Tessenderlo,71057,2020-06-03,0,63
Tessenderlo,71057,2020-06-04,0,63
Tessenderlo,71057,2020-06-05,0,63
Tessenderlo,71057,2020-06-06,0,63
Tessenderlo,71057,2020-06-07,0,63
Tessenderlo,71057,2020-06-08,0,63
Tessenderlo,71057,2020-06-09,0,63
Tessenderlo,71057,2020-06-10,0,63
Tessenderlo,71057,2020-06-11,0,63
Tessenderlo,71057,2020-06-12,0,63
Tessenderlo,71057,2020-06-13,0,63
Tessenderlo,71057,2020-06-14,0,63
Tessenderlo,71057,2020-06-15,0,63
Tessenderlo,71057,2020-06-16,0,63
Tessenderlo,71057,2020-06-17,0,63
Tessenderlo,71057,2020-06-18,0,63
Tessenderlo,71057,2020-06-19,0,63
Tessenderlo,71057,2020-06-20,0,63
Tessenderlo,71057,2020-06-23,0,63
Tessenderlo,71057,2020-06-24,0,63
Tessenderlo,71057,2020-06-25,0,63
Tessenderlo,71057,2020-06-26,0,63
Tessenderlo,71057,2020-06-27,1,64
Tessenderlo,71057,2020-06-30,0,64
Tessenderlo,71057,2020-07-01,0,64
Tessenderlo,71057,2020-07-02,0,64
Tessenderlo,71057,2020-07-03,0,64
Tessenderlo,71057,2020-07-04,0,64
Tessenderlo,71057,2020-07-07,0,64
Tessenderlo,71057,2020-07-08,0,64
Tessenderlo,71057,2020-07-09,0,64
Tessenderlo,71057,2020-07-10,0,64
Tessenderlo,71057,2020-07-11,0,64
Tessenderlo,71057,2020-07-14,0,64
Tessenderlo,71057,2020-07-15,0,64
Tessenderlo,71057,2020-07-16,0,64
Tessenderlo,71057,2020-07-17,0,64
Tessenderlo,71057,2020-07-18,0,64
Tessenderlo,71057,2020-07-20,0,64
Tessenderlo,71057,2020-07-21,0,64
Tessenderlo,71057,2020-07-22,0,64
Tessenderlo,71057,2020-07-23,0,64
Tessenderlo,71057,2020-07-24,1,65
Tessenderlo,71057,2020-07-25,0,65
Tessenderlo,71057,2020-07-26,0,65
Tessenderlo,71057,2020-07-27,0,65
Tessenderlo,71057,2020-07-28,0,65
Tessenderlo,71057,2020-07-29,0,65
Tessenderlo,71057,2020-07-30,0,65
Tessenderlo,71057,2020-07-31,3,68
Tessenderlo,71057,2020-08-01,1,69
Tessenderlo,71057,2020-08-02,1,70
Tessenderlo,71057,2020-08-03,0,70
Tessenderlo,71057,2020-08-04,0,70
Tessenderlo,71057,2020-08-05,0,70
Tessenderlo,71057,2020-08-06,0,70
Tessenderlo,71057,2020-08-07,1,71
Tessenderlo,71057,2020-08-08,0,71
Tessenderlo,71057,2020-08-09,1,72
Tessenderlo,71057,2020-08-10,0,72
Tessenderlo,71057,2020-08-11,0,72
Tessenderlo,71057,2020-08-12,0,72
Tessenderlo,71057,2020-08-13,0,72
Tessenderlo,71057,2020-08-14,0,72
Tessenderlo,71057,2020-08-15,0,72
Tessenderlo,71057,2020-08-16,1,73
Tessenderlo,71057,2020-08-17,1,74
Tessenderlo,71057,2020-08-18,1,75
Tessenderlo,71057,2020-08-19,1,76
Tessenderlo,71057,2020-08-20,2,78
Tessenderlo,71057,2020-08-21,1,79
Tessenderlo,71057,2020-08-22,0,79
Tessenderlo,71057,2020-08-23,0,79
Tessenderlo,71057,2020-08-24,0,79
Tessenderlo,71057,2020-08-25,0,79
Tessenderlo,71057,2020-08-26,0,79
Tessenderlo,71057,2020-08-27,0,79
Tessenderlo,71057,2020-08-28,0,79
Tessenderlo,71057,2020-08-29,0,79
Tessenderlo,71057,2020-08-30,0,79
Tessenderlo,71057,2020-08-31,0,79
Tessenderlo,71057,2020-09-01,1,80
Tessenderlo,71057,2020-09-02,0,80
Tessenderlo,71057,2020-09-03,1,81
Tessenderlo,71057,2020-09-04,1,82
Tessenderlo,71057,2020-09-05,1,83
Tessenderlo,71057,2020-09-06,0,83
Tessenderlo,71057,2020-09-07,0,83
Tessenderlo,71057,2020-09-08,0,83
Tessenderlo,71057,2020-09-09,0,83
Tessenderlo,71057,2020-09-10,1,84
Tessenderlo,71057,2020-09-11,0,84
Tessenderlo,71057,2020-09-12,1,85
Tessenderlo,71057,2020-09-13,0,85
Tessenderlo,71057,2020-09-14,1,86
Tessenderlo,71057,2020-09-15,0,86
Tessenderlo,71057,2020-09-16,1,87
Tessenderlo,71057,2020-09-17,0,87
Tessenderlo,71057,2020-09-18,1,88
Tessenderlo,71057,2020-09-19,0,88
Tessenderlo,71057,2020-09-20,0,88
Tessenderlo,71057,2020-09-21,0,88
Tessenderlo,71057,2020-09-22,0,88
Tessenderlo,71057,2020-09-23,1,89
Tessenderlo,71057,2020-09-24,1,90
Tessenderlo,71057,2020-09-25,0,90
Tessenderlo,71057,2020-09-26,1,91
Tessenderlo,71057,2020-09-27,1,92
Tessenderlo,71057,2020-09-28,0,92
Tessenderlo,71057,2020-09-29,1,93
Tessenderlo,71057,2020-09-30,1,94
Tessenderlo,71057,2020-10-01,0,94
Tessenderlo,71057,2020-10-02,0,94
Tessenderlo,71057,2020-10-03,1,95
Tessenderlo,71057,2020-10-04,1,96
Tessenderlo,71057,2020-10-05,2,98
Tessenderlo,71057,2020-10-06,1,99
Tessenderlo,71057,2020-10-07,1,100
Tessenderlo,71057,2020-10-08,2,102
Tessenderlo,71057,2020-10-09,1,103
Tessenderlo,71057,2020-10-10,3,106
Tessenderlo,71057,2020-10-11,1,107
Tessenderlo,71057,2020-10-12,0,107
Tessenderlo,71057,2020-10-13,1,108
Tessenderlo,71057,2020-10-14,6,114
Tessenderlo,71057,2020-10-15,3,117
Tessenderlo,71057,2020-10-16,5,122
Tessenderlo,71057,2020-10-17,6,128
Tessenderlo,71057,2020-10-18,6,134
Tessenderlo,71057,2020-10-19,4,138
Tessenderlo,71057,2020-10-20,2,140
Tessenderlo,71057,2020-10-21,11,151
Tessenderlo,71057,2020-10-22,20,171
Tessenderlo,71057,2020-10-23,10,181
Tessenderlo,71057,2020-10-24,5,186
Tessenderlo,71057,2020-10-25,7,193
Tessenderlo,71057,2020-10-26,6,199
Tessenderlo,71057,2020-10-27,3,202
Tessenderlo,71057,2020-10-28,9,211
Tessenderlo,71057,2020-10-29,13,224
Tessenderlo,71057,2020-10-30,8,232
Tessenderlo,71057,2020-10-31,8,240
Tessenderlo,71057,2020-11-01,12,252
Tessenderlo,71057,2020-11-02,6,258
Tessenderlo,71057,2020-11-03,3,261
Tessenderlo,71057,2020-11-04,6,267
Tessenderlo,71057,2020-11-05,10,277
Tessenderlo,71057,2020-11-06,14,291
Tessenderlo,71057,2020-11-07,7,298
Tessenderlo,71057,2020-11-08,3,301
Tessenderlo,71057,2020-11-09,5,306
Tessenderlo,71057,2020-11-10,1,307
Tessenderlo,71057,2020-11-11,3,310
Zonhoven,71066,2020-04-01,5,43
Zonhoven,71066,2020-04-02,4,47
Zonhoven,71066,2020-04-03,6,53
Zonhoven,71066,2020-04-04,3,56
Zonhoven,71066,2020-04-05,7,63
Zonhoven,71066,2020-04-06,7,70
Zonhoven,71066,2020-04-07,5,75
Zonhoven,71066,2020-04-08,1,76
Zonhoven,71066,2020-04-09,8,84
Zonhoven,71066,2020-04-10,9,93
Zonhoven,71066,2020-04-11,5,98
Zonhoven,71066,2020-04-12,4,102
Zonhoven,71066,2020-04-13,3,105
Zonhoven,71066,2020-04-14,1,106
Zonhoven,71066,2020-04-15,7,113
Zonhoven,71066,2020-04-16,6,119
Zonhoven,71066,2020-04-17,12,131
Zonhoven,71066,2020-04-18,4,135
Zonhoven,71066,2020-04-19,2,137
Zonhoven,71066,2020-04-20,6,143
Zonhoven,71066,2020-04-21,3,146
Zonhoven,71066,2020-04-22,2,148
Zonhoven,71066,2020-04-23,1,149
Zonhoven,71066,2020-04-24,18,167
Zonhoven,71066,2020-04-25,4,171
Zonhoven,71066,2020-04-26,0,171
Zonhoven,71066,2020-04-27,2,173
Zonhoven,71066,2020-04-28,1,174
Zonhoven,71066,2020-04-29,1,175
Zonhoven,71066,2020-04-30,0,175
Zonhoven,71066,2020-05-01,2,177
Zonhoven,71066,2020-05-02,0,177
Zonhoven,71066,2020-05-03,1,178
Zonhoven,71066,2020-05-04,0,178
Zonhoven,71066,2020-05-05,0,178
Zonhoven,71066,2020-05-06,0,178
Zonhoven,71066,2020-05-07,0,178
Zonhoven,71066,2020-05-08,1,179
Zonhoven,71066,2020-05-09,0,179
Zonhoven,71066,2020-05-10,0,179
Zonhoven,71066,2020-05-11,0,179
Zonhoven,71066,2020-05-12,0,179
Zonhoven,71066,2020-05-13,0,179
Zonhoven,71066,2020-05-14,0,179
Zonhoven,71066,2020-05-15,0,179
Zonhoven,71066,2020-05-16,0,179
Zonhoven,71066,2020-05-17,0,179
Zonhoven,71066,2020-05-18,1,180
Zonhoven,71066,2020-05-19,1,181
Zonhoven,71066,2020-05-20,0,181
Zonhoven,71066,2020-05-21,1,182
Zonhoven,71066,2020-05-22,6,188
Zonhoven,71066,2020-05-23,1,189
Zonhoven,71066,2020-05-24,2,191
Zonhoven,71066,2020-05-25,1,192
Zonhoven,71066,2020-05-26,3,195
Zonhoven,71066,2020-05-27,0,195
Zonhoven,71066,2020-05-28,0,195
Zonhoven,71066,2020-05-29,1,196
Zonhoven,71066,2020-05-30,0,196
Zonhoven,71066,2020-05-31,2,198
Zonhoven,71066,2020-06-01,0,198
Zonhoven,71066,2020-06-02,0,198
Zonhoven,71066,2020-06-03,0,198
Zonhoven,71066,2020-06-04,0,198
Zonhoven,71066,2020-06-05,0,198
Zonhoven,71066,2020-06-06,0,198
Zonhoven,71066,2020-06-07,0,198
Zonhoven,71066,2020-06-08,0,198
Zonhoven,71066,2020-06-09,1,199
Zonhoven,71066,2020-06-10,1,200
Zonhoven,71066,2020-06-11,-1,199
Zonhoven,71066,2020-06-12,1,200
Zonhoven,71066,2020-06-13,0,200
Zonhoven,71066,2020-06-14,0,200
Zonhoven,71066,2020-06-15,0,200
Zonhoven,71066,2020-06-16,0,200
Zonhoven,71066,2020-06-17,0,200
Zonhoven,71066,2020-06-18,3,203
Zonhoven,71066,2020-06-19,0,203
Zonhoven,71066,2020-06-20,0,203
Zonhoven,71066,2020-06-23,0,203
Zonhoven,71066,2020-06-24,0,203
Zonhoven,71066,2020-06-25,0,203
Zonhoven,71066,2020-06-26,0,203
Zonhoven,71066,2020-06-27,0,203
Zonhoven,71066,2020-06-30,2,205
Zonhoven,71066,2020-07-01,0,205
Zonhoven,71066,2020-07-02,1,206
Zonhoven,71066,2020-07-03,0,206
Zonhoven,71066,2020-07-04,0,206
Zonhoven,71066,2020-07-07,0,206
Zonhoven,71066,2020-07-08,0,206
Zonhoven,71066,2020-07-09,0,206
Zonhoven,71066,2020-07-10,0,206
Zonhoven,71066,2020-07-11,0,206
Zonhoven,71066,2020-07-14,1,207
Zonhoven,71066,2020-07-15,1,208
Zonhoven,71066,2020-07-16,0,208
Zonhoven,71066,2020-07-17,0,208
Zonhoven,71066,2020-07-18,0,208
Zonhoven,71066,2020-07-20,0,208
Zonhoven,71066,2020-07-21,0,208
Zonhoven,71066,2020-07-22,1,209
Zonhoven,71066,2020-07-23,2,211
Zonhoven,71066,2020-07-24,0,211
Zonhoven,71066,2020-07-25,0,211
Zonhoven,71066,2020-07-26,0,211
Zonhoven,71066,2020-07-27,0,211
Zonhoven,71066,2020-07-28,1,212
Zonhoven,71066,2020-07-29,0,212
Zonhoven,71066,2020-07-30,3,215
Zonhoven,71066,2020-07-31,1,216
Zonhoven,71066,2020-08-01,0,216
Zonhoven,71066,2020-08-02,0,216
Zonhoven,71066,2020-08-03,0,216
Zonhoven,71066,2020-08-04,0,216
Zonhoven,71066,2020-08-05,0,216
Zonhoven,71066,2020-08-06,0,216
Zonhoven,71066,2020-08-07,1,217
Zonhoven,71066,2020-08-08,0,217
Zonhoven,71066,2020-08-09,1,218
Zonhoven,71066,2020-08-10,1,219
Zonhoven,71066,2020-08-11,5,224
Zonhoven,71066,2020-08-12,0,224
Zonhoven,71066,2020-08-13,0,224
Zonhoven,71066,2020-08-14,1,225
Zonhoven,71066,2020-08-15,4,229
Zonhoven,71066,2020-08-16,0,229
Zonhoven,71066,2020-08-17,1,230
Zonhoven,71066,2020-08-18,0,230
Zonhoven,71066,2020-08-19,0,230
Zonhoven,71066,2020-08-20,0,230
Zonhoven,71066,2020-08-21,0,230
Zonhoven,71066,2020-08-22,0,230
Zonhoven,71066,2020-08-23,1,231
Zonhoven,71066,2020-08-24,1,232
Zonhoven,71066,2020-08-25,0,232
Zonhoven,71066,2020-08-26,0,232
Zonhoven,71066,2020-08-27,0,232
Zonhoven,71066,2020-08-28,1,233
Zonhoven,71066,2020-08-29,0,233
Zonhoven,71066,2020-08-30,1,234
Zonhoven,71066,2020-08-31,1,235
Zonhoven,71066,2020-09-01,0,235
Zonhoven,71066,2020-09-02,0,235
Zonhoven,71066,2020-09-03,0,235
Zonhoven,71066,2020-09-04,1,236
Zonhoven,71066,2020-09-05,0,236
Zonhoven,71066,2020-09-06,0,236
Zonhoven,71066,2020-09-07,1,237
Zonhoven,71066,2020-09-08,0,237
Zonhoven,71066,2020-09-09,2,239
Zonhoven,71066,2020-09-10,1,240
Zonhoven,71066,2020-09-11,2,242
Zonhoven,71066,2020-09-12,0,242
Zonhoven,71066,2020-09-13,1,243
Zonhoven,71066,2020-09-14,1,244
Zonhoven,71066,2020-09-15,0,244
Zonhoven,71066,2020-09-16,0,244
Zonhoven,71066,2020-09-17,1,245
Zonhoven,71066,2020-09-18,0,245
Zonhoven,71066,2020-09-19,1,246
Zonhoven,71066,2020-09-20,0,246
Zonhoven,71066,2020-09-21,0,246
Zonhoven,71066,2020-09-22,0,246
Zonhoven,71066,2020-09-23,0,246
Zonhoven,71066,2020-09-24,0,246
Zonhoven,71066,2020-09-25,0,246
Zonhoven,71066,2020-09-26,1,247
Zonhoven,71066,2020-09-27,2,249
Zonhoven,71066,2020-09-28,1,250
Zonhoven,71066,2020-09-29,0,250
Zonhoven,71066,2020-09-30,0,250
Zonhoven,71066,2020-10-01,0,250
Zonhoven,71066,2020-10-02,0,250
Zonhoven,71066,2020-10-03,1,251
Zonhoven,71066,2020-10-04,0,251
Zonhoven,71066,2020-10-05,3,254
Zonhoven,71066,2020-10-06,1,255
Zonhoven,71066,2020-10-07,0,255
Zonhoven,71066,2020-10-08,4,259
Zonhoven,71066,2020-10-09,3,262
Zonhoven,71066,2020-10-10,2,264
Zonhoven,71066,2020-10-11,5,269
Zonhoven,71066,2020-10-12,1,270
Zonhoven,71066,2020-10-13,4,274
Zonhoven,71066,2020-10-14,2,276
Zonhoven,71066,2020-10-15,3,279
Zonhoven,71066,2020-10-16,4,283
Zonhoven,71066,2020-10-17,6,289
Zonhoven,71066,2020-10-18,8,297
Zonhoven,71066,2020-10-19,7,304
Zonhoven,71066,2020-10-20,4,308
Zonhoven,71066,2020-10-21,5,313
Zonhoven,71066,2020-10-22,6,319
Zonhoven,71066,2020-10-23,9,328
Zonhoven,71066,2020-10-24,14,342
Zonhoven,71066,2020-10-25,5,347
Zonhoven,71066,2020-10-26,5,352
Zonhoven,71066,2020-10-27,4,356
Zonhoven,71066,2020-10-28,7,363
Zonhoven,71066,2020-10-29,11,374
Zonhoven,71066,2020-10-30,9,383
Zonhoven,71066,2020-10-31,12,395
Zonhoven,71066,2020-11-01,6,401
Zonhoven,71066,2020-11-02,5,406
Zonhoven,71066,2020-11-03,2,408
Zonhoven,71066,2020-11-04,5,413
Zonhoven,71066,2020-11-05,6,419
Zonhoven,71066,2020-11-06,6,425
Zonhoven,71066,2020-11-07,11,436
Zonhoven,71066,2020-11-08,5,441
Zonhoven,71066,2020-11-09,1,442
Zonhoven,71066,2020-11-10,0,442
Zonhoven,71066,2020-11-11,0,442
Zutendaal,71067,2020-04-01,5,5
Zutendaal,71067,2020-04-02,1,6
Zutendaal,71067,2020-04-03,2,8
Zutendaal,71067,2020-04-04,2,10
Zutendaal,71067,2020-04-05,4,14
Zutendaal,71067,2020-04-06,2,16
Zutendaal,71067,2020-04-07,0,16
Zutendaal,71067,2020-04-08,0,16
Zutendaal,71067,2020-04-09,0,16
Zutendaal,71067,2020-04-10,3,19
Zutendaal,71067,2020-04-11,1,20
Zutendaal,71067,2020-04-12,1,21
Zutendaal,71067,2020-04-13,1,22
Zutendaal,71067,2020-04-14,1,23
Zutendaal,71067,2020-04-15,0,23
Zutendaal,71067,2020-04-16,3,26
Zutendaal,71067,2020-04-17,3,29
Zutendaal,71067,2020-04-18,2,31
Zutendaal,71067,2020-04-19,0,31
Zutendaal,71067,2020-04-20,0,31
Zutendaal,71067,2020-04-21,10,41
Zutendaal,71067,2020-04-22,2,43
Zutendaal,71067,2020-04-23,1,44
Zutendaal,71067,2020-04-24,1,45
Zutendaal,71067,2020-04-25,0,45
Zutendaal,71067,2020-04-26,2,47
Zutendaal,71067,2020-04-27,0,47
Zutendaal,71067,2020-04-28,0,47
Zutendaal,71067,2020-04-29,0,47
Zutendaal,71067,2020-04-30,0,47
Zutendaal,71067,2020-05-01,0,47
Zutendaal,71067,2020-05-02,0,47
Zutendaal,71067,2020-05-03,0,47
Zutendaal,71067,2020-05-04,1,48
Zutendaal,71067,2020-05-05,0,48
Zutendaal,71067,2020-05-06,0,48
Zutendaal,71067,2020-05-07,0,48
Zutendaal,71067,2020-05-08,0,48
Zutendaal,71067,2020-05-09,0,48
Zutendaal,71067,2020-05-10,0,48
Zutendaal,71067,2020-05-11,0,48
Zutendaal,71067,2020-05-12,1,49
Zutendaal,71067,2020-05-13,0,49
Zutendaal,71067,2020-05-14,4,53
Zutendaal,71067,2020-05-15,1,54
Zutendaal,71067,2020-05-16,0,54
Zutendaal,71067,2020-05-17,0,54
Zutendaal,71067,2020-05-18,0,54
Zutendaal,71067,2020-05-19,1,55
Zutendaal,71067,2020-05-20,1,56
Zutendaal,71067,2020-05-21,0,56
Zutendaal,71067,2020-05-22,0,56
Zutendaal,71067,2020-05-23,1,57
Zutendaal,71067,2020-05-24,0,57
Zutendaal,71067,2020-05-25,0,57
Zutendaal,71067,2020-05-26,-1,56
Zutendaal,71067,2020-05-27,1,57
Zutendaal,71067,2020-05-28,1,58
Zutendaal,71067,2020-05-29,0,58
Zutendaal,71067,2020-05-30,0,58
Zutendaal,71067,2020-05-31,1,59
Zutendaal,71067,2020-06-01,1,60
Zutendaal,71067,2020-06-02,0,60
Zutendaal,71067,2020-06-03,0,60
Zutendaal,71067,2020-06-04,0,60
Zutendaal,71067,2020-06-05,2,62
Zutendaal,71067,2020-06-06,0,62
Zutendaal,71067,2020-06-07,0,62
Zutendaal,71067,2020-06-08,0,62
Zutendaal,71067,2020-06-09,0,62
Zutendaal,71067,2020-06-10,0,62
Zutendaal,71067,2020-06-11,0,62
Zutendaal,71067,2020-06-12,0,62
Zutendaal,71067,2020-06-13,0,62
Zutendaal,71067,2020-06-14,0,62
Zutendaal,71067,2020-06-15,0,62
Zutendaal,71067,2020-06-16,0,62
Zutendaal,71067,2020-06-17,0,62
Zutendaal,71067,2020-06-18,0,62
Zutendaal,71067,2020-06-19,0,62
Zutendaal,71067,2020-06-20,0,62
Zutendaal,71067,2020-06-23,0,62
Zutendaal,71067,2020-06-24,0,62
Zutendaal,71067,2020-06-25,0,62
Zutendaal,71067,2020-06-26,0,62
Zutendaal,71067,2020-06-27,0,62
Zutendaal,71067,2020-06-30,0,62
Zutendaal,71067,2020-07-01,0,62
Zutendaal,71067,2020-07-02,0,62
Zutendaal,71067,2020-07-03,0,62
Zutendaal,71067,2020-07-04,0,62
Zutendaal,71067,2020-07-07,0,62
Zutendaal,71067,2020-07-08,0,62
Zutendaal,71067,2020-07-09,0,62
Zutendaal,71067,2020-07-10,0,62
Zutendaal,71067,2020-07-11,0,62
Zutendaal,71067,2020-07-14,0,62
Zutendaal,71067,2020-07-15,0,62
Zutendaal,71067,2020-07-16,0,62
Zutendaal,71067,2020-07-17,0,62
Zutendaal,71067,2020-07-18,0,62
Zutendaal,71067,2020-07-20,0,62
Zutendaal,71067,2020-07-21,1,63
Zutendaal,71067,2020-07-22,0,63
Zutendaal,71067,2020-07-23,0,63
Zutendaal,71067,2020-07-24,0,63
Zutendaal,71067,2020-07-25,0,63
Zutendaal,71067,2020-07-26,0,63
Zutendaal,71067,2020-07-27,1,64
Zutendaal,71067,2020-07-28,0,64
Zutendaal,71067,2020-07-29,0,64
Zutendaal,71067,2020-07-30,0,64
Zutendaal,71067,2020-07-31,0,64
Zutendaal,71067,2020-08-01,0,64
Zutendaal,71067,2020-08-02,0,64
Zutendaal,71067,2020-08-03,0,64
Zutendaal,71067,2020-08-04,0,64
Zutendaal,71067,2020-08-05,0,64
